type,is_practice,click_values,payoff_matrix,cost_matrix,weights,weights_deviation,trial_num,selected_option,gross_earnings,net_earnings,click_cost,uncovered_values,experiment_type,trial_nudge,nudge_index,accepted_default,chose_nudge,og_baskets,actual_baskets,num_features,cost,reaction_time,trial_type,trial_index,time_elapsed,nudge_type,participant_id
mouselab,True,"[1, 5, 3, 2, 0, 7, 9, 4, 8, 6]","[[6, 7, 3, 7, 2], [6, 5, 4, 2, 6]]","[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[3, 17]",19.799999999999997,1,0,0.12,0.11,0.01,[],supersize,control,4,False,False,5,5,2,4,26813,implicit-mouselab,4,295209,supersize,0
mouselab,True,"[2, 3, 5, 4, 6, 7, 9, 8, 0, 1]","[[6, 4], [6, 5], [5, 6], [4, 1], [6, 6]]","[[0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]","[1, 4, 5, 3, 7]",18.75,2,1,0.099,0.08900000000000001,0.01,"[2, 3, 5, 4, 6, 7, 9, 8, 0, 1]",supersize,control,1,False,True,2,2,5,1,18165,implicit-mouselab,5,316198,supersize,0
mouselab,False,"[0, 7, 6, 3, 2, 1, 9, 4, 8, 5]","[[2, 3, 8, 5, 6], [6, 6, 6, 4, 6]]","[[0, 0, 0, 0, 0], [0, 0, 0, 0, 0]]","[11, 9]",19.8,5,0,0.076,0.066,0.01,"[0, 7, 6, 3, 2, 1, 9, 4, 8, 5]",supersize,control,3,False,False,5,5,2,1,23494,implicit-mouselab,7,344182,supersize,0
mouselab,False,[],"[[0, 4, 5, 5, 4], [5, 4, 4, 4, 4], [4, 7, 3, 4, 4], [5, 6, 6, 4, 4], [4, 7, 6, 6, 3]]","[[4, 4, 4, 4, 4], [4, 4, 4, 4, 4], [4, 4, 4, 4, 4], [4, 4, 4, 4, 4], [4, 4, 4, 4, 4]]","[4, 7, 3, 4, 2]",18.75,6,2,0.093,0.093,0.0,[],supersize,control,4,False,False,5,5,5,4,1508,implicit-mouselab,8,347313,supersize,0
mouselab,False,[],"[[3, 4], [7, 3]]","[[4, 4], [4, 4]]","[4, 16]",19.8,7,0,0.124,0.124,0.0,[],supersize,control,1,False,False,2,2,2,4,1460,implicit-mouselab,9,350305,supersize,0
mouselab,False,[],"[[8, 5, 6], [10, 7, 9], [6, 7, 7], [6, 8, 8], [6, 5, 4]]","[[4, 4, 4], [4, 4, 4], [4, 4, 4], [4, 4, 4], [4, 4, 4]]","[1, 1, 9, 7, 2]",18.75,8,2,0.142,0.142,0.0,[],supersize,pre-supersize,0,False,False,2,3,5,4,1738,implicit-mouselab,10,354227,supersize,0
mouselab,False,[],"[[5, 3, 10], [5, 4, 4], [4, 4, 7], [1, 6, 3], [6, 9, 6]]","[[4, 4, 4], [4, 4, 4], [4, 4, 4], [4, 4, 4], [4, 4, 4]]","[5, 2, 3, 2, 8]",18.75,9,0,0.097,0.097,0.0,[],supersize,post-supersize,2,False,False,2,3,5,4,7752,implicit-mouselab,11,367004,supersize,0
mouselab,False,[],"[[3, 5], [6, 4]]","[[1, 1], [1, 1]]","[9, 11]",19.8,10,0,0.093,0.093,0.0,[],supersize,control,1,False,False,2,2,2,1,1576,implicit-mouselab,12,371307,supersize,0
mouselab,False,[],"[[5, 6, 7], [2, 3, 6], [8, 5, 3], [2, 5, 5], [3, 5, 5]]","[[1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1]]","[1, 2, 3, 9, 5]",18.75,11,1,0.097,0.097,0.0,[],supersize,post-supersize,2,False,False,2,3,5,1,2927,implicit-mouselab,13,376138,supersize,0
mouselab,False,[],"[[5, 4, 1], [6, 6, 4]]","[[1, 1, 1], [1, 1, 1]]","[11, 9]",19.8,12,1,0.098,0.098,0.0,[],supersize,pre-supersize,0,False,False,2,3,2,1,1450,implicit-mouselab,14,381926,supersize,0
mouselab,False,[],"[[9, 6, 5, 4, 3], [5, 5, 6, 5, 5], [7, 5, 2, 7, 3], [7, 6, 4, 2, 5], [2, 6, 7, 6, 4]]","[[4, 4, 4, 4, 4], [4, 4, 4, 4, 4], [4, 4, 4, 4, 4], [4, 4, 4, 4, 4], [4, 4, 4, 4, 4]]","[1, 3, 10, 5, 1]",18.75,13,0,0.131,0.131,0.0,[],supersize,control,0,False,True,5,5,5,4,1354,implicit-mouselab,15,386379,supersize,0
mouselab,False,[],"[[4, 7, 6, 3, 7], [6, 7, 7, 7, 6]]","[[1, 1, 1, 1, 1], [1, 1, 1, 1, 1]]","[9, 11]",19.8,14,1,0.14,0.14,0.0,[],supersize,control,2,False,False,5,5,2,1,1526,implicit-mouselab,16,389776,supersize,0
mouselab,False,[],"[[5, 7], [4, 4]]","[[1, 1], [1, 1]]","[17, 3]",19.799999999999997,15,0,0.097,0.097,0.0,[],supersize,control,1,False,False,2,2,2,1,1592,implicit-mouselab,17,392727,supersize,0
mouselab,False,[],"[[5, 3, 4, 5, 5, 6], [3, 3, 9, 4, 5, 8]]","[[1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1]]","[16, 4]",19.8,16,3,0.096,0.096,0.0,[],supersize,pre-supersize,1,False,False,5,6,2,1,1509,implicit-mouselab,18,400085,supersize,0
mouselab,False,[],"[[3, 7], [4, 7], [6, 5], [2, 3], [6, 5]]","[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1]]","[5, 5, 6, 2, 2]",18.75,17,0,0.087,0.087,0.0,[],supersize,control,0,False,True,2,2,5,1,1772,implicit-mouselab,19,405019,supersize,0
mouselab,False,[],"[[5, 5, 8, 2, 6, 9], [2, 3, 6, 2, 2, 4]]","[[4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4]]","[16, 4]",19.8,18,5,0.16,0.16,0.0,[],supersize,post-supersize,5,False,True,5,6,2,4,8875,implicit-mouselab,20,417260,supersize,0
mouselab,False,[],"[[7, 7, 4, 7, 5, 3], [4, 4, 6, 6, 6, 8], [5, 4, 3, 6, 5, 5], [4, 8, 4, 9, 5, 4], [4, 6, 4, 5, 6, 4]]","[[4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4]]","[9, 5, 4, 1, 1]",18.75,19,5,0.095,0.095,0.0,[],supersize,pre-supersize,2,False,False,5,6,5,4,3085,implicit-mouselab,21,423248,supersize,0
mouselab,False,[],"[[4, 5, 5, 6, 5, 7], [6, 6, 5, 6, 4, 6], [4, 6, 6, 4, 6, 4], [3, 5, 4, 6, 7, 3], [5, 5, 5, 3, 4, 6]]","[[1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1]]","[2, 5, 1, 6, 6]",18.75,20,5,0.102,0.102,0.0,[],supersize,post-supersize,5,False,True,5,6,5,1,4273,implicit-mouselab,22,430170,supersize,0
mouselab,False,[],"[[1, 4, 4], [8, 5, 7], [4, 6, 5], [1, 4, 5], [5, 6, 1]]","[[4, 4, 4], [4, 4, 4], [4, 4, 4], [4, 4, 4], [4, 4, 4]]","[3, 2, 4, 10, 1]",18.75,21,2,0.097,0.097,0.0,[],supersize,pre-supersize,2,False,True,2,3,5,4,2139,implicit-mouselab,23,433987,supersize,0
mouselab,False,[],"[[6, 8, 6, 7, 5, 3], [3, 4, 7, 5, 5, 2]]","[[1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1]]","[5, 15]",19.8,22,1,0.1,0.1,0.0,[],supersize,post-supersize,5,False,False,5,6,2,1,2341,implicit-mouselab,24,437987,supersize,0
mouselab,False,[],"[[6, 5, 7, 6, 6], [2, 5, 5, 4, 3], [6, 4, 5, 7, 0], [6, 5, 8, 6, 2], [5, 4, 6, 5, 3]]","[[4, 4, 4, 4, 4], [4, 4, 4, 4, 4], [4, 4, 4, 4, 4], [4, 4, 4, 4, 4], [4, 4, 4, 4, 4]]","[3, 10, 2, 4, 1]",18.75,23,1,0.097,0.097,0.0,[],supersize,control,2,False,False,5,5,5,4,1382,implicit-mouselab,25,444222,supersize,0
mouselab,False,[],"[[4, 5], [3, 2]]","[[4, 4], [4, 4]]","[6, 14]",19.8,24,0,0.066,0.066,0.0,[],supersize,control,1,False,False,2,2,2,4,1489,implicit-mouselab,26,447878,supersize,0
mouselab,True,"[5, 6, 7, 8, 9, 1]","[[5, 9, 6, 8, 6], [5, 7, 6, 3, 6]]","[[1, 0, 1, 1, 1], [0, 0, 0, 0, 0]]","[6, 14]",19.8,1,1,0.152,0.146,0.006,"[5, 6, 7, 8, 9, 1]",supersize,control,3,False,False,5,5,2,1,13245,implicit-mouselab,4,337100,supersize,4
mouselab,True,"[2, 3, 2, 2, 2, 3, 3, 3, 6, 6, 6, 6, 4, 4, 4, 4]","[[8, 5], [5, 4], [3, 5], [4, 4], [6, 6]]","[[4, 4], [0, 0], [0, 4], [0, 4], [4, 4]]","[2, 8, 4, 4, 2]",18.75,2,1,0.09,0.074,0.016,"[2, 3, 6, 4]",supersize,control,1,False,True,2,2,5,4,20298,implicit-mouselab,5,364348,supersize,4
mouselab,False,"[5, 6, 7, 8, 9, 20, 21]","[[6, 8, 9, 6, 3], [4, 4, 4, 3, 1], [5, 3, 6, 5, 6], [4, 4, 5, 4, 3], [4, 7, 3, 5, 6]]","[[1, 1, 1, 1, 1], [0, 0, 0, 0, 0], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1], [0, 0, 1, 1, 1]]","[1, 12, 1, 2, 4]",18.75,5,1,0.095,0.088,0.007,"[5, 6, 7, 8, 9, 20, 21]",supersize,control,4,False,False,5,5,5,1,10392,implicit-mouselab,7,380764,supersize,4
mouselab,False,"[0, 0, 1, 2, 3, 4, 9, 5]","[[5, 5, 6, 8, 5, 5], [5, 3, 7, 5, 3, 7], [5, 8, 6, 7, 5, 3], [5, 2, 6, 5, 5, 6], [6, 3, 4, 5, 2, 5]]","[[0, 0, 0, 0, 0, 0], [1, 1, 1, 0, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1]]","[6, 5, 2, 1, 6]",18.75,6,3,0.122,0.11499999999999999,0.007,"[0, 1, 2, 3, 4, 9, 5]",supersize,post-supersize,5,False,False,5,6,5,1,13067,implicit-mouselab,8,398928,supersize,4
mouselab,False,"[24, 25, 26, 27, 28, 29, 18, 6]","[[2, 6, 7, 5, 4, 5], [7, 5, 5, 3, 6, 6], [6, 3, 4, 6, 3, 6], [3, 3, 2, 5, 7, 4], [7, 5, 4, 4, 5, 6]]","[[1, 1, 1, 1, 1, 1], [0, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [0, 1, 1, 1, 1, 1], [0, 0, 0, 0, 0, 0]]","[3, 4, 2, 5, 6]",18.75,7,0,0.103,0.095,0.008,"[24, 25, 26, 27, 28, 29, 18, 6]",supersize,pre-supersize,1,False,False,5,6,5,1,12570,implicit-mouselab,9,421504,supersize,4
mouselab,False,"[10, 11, 12, 13, 14, 4, 3, 2, 1, 0]","[[7, 8, 6, 3, 6], [4, 8, 4, 4, 4], [5, 5, 5, 4, 3], [7, 4, 2, 2, 6], [4, 6, 3, 5, 8]]","[[0, 0, 0, 0, 0], [1, 1, 1, 1, 1], [0, 0, 0, 0, 0], [1, 1, 1, 1, 1], [1, 1, 1, 1, 1]]","[6, 4, 6, 1, 3]",18.75,8,1,0.132,0.12200000000000001,0.01,"[10, 11, 12, 13, 14, 4, 3, 2, 1, 0]",supersize,control,4,False,False,5,5,5,1,11925,implicit-mouselab,10,437377,supersize,4
mouselab,False,"[18, 19, 18, 18, 18, 19, 19, 19, 19, 20, 20, 20, 20, 21, 21, 21, 21, 21, 22, 22, 22, 22, 23, 23, 23, 23]","[[5, 4, 4, 2, 4, 7], [2, 3, 6, 4, 5, 5], [4, 3, 7, 6, 5, 7], [3, 4, 4, 8, 4, 5], [4, 6, 4, 4, 7, 7]]","[[4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [0, 0, 0, 0, 0, 0], [4, 4, 4, 4, 4, 4]]","[2, 3, 1, 8, 6]",18.75,9,3,0.11,0.086,0.024,"[18, 19, 20, 21, 22, 23]",supersize,post-supersize,5,False,False,5,6,5,4,15792,implicit-mouselab,11,454988,supersize,4
mouselab,False,"[8, 8, 8, 8, 9, 9, 9, 9, 5]","[[5, 6], [7, 6], [7, 4], [5, 9], [4, 8]]","[[4, 4], [4, 4], [4, 3], [4, 4], [0, 0]]","[2, 2, 5, 4, 7]",18.75,10,1,0.136,0.127,0.009,"[8, 9]",supersize,control,0,False,False,2,2,5,4,7799,implicit-mouselab,12,467999,supersize,4
mouselab,False,"[18, 18, 18, 18, 19, 19, 19, 19, 19, 20, 20, 20, 20, 20, 21, 21, 21, 21, 22, 22, 22, 22, 23, 23, 23, 23]","[[2, 6, 8, 4, 3, 5], [6, 7, 3, 7, 7, 8], [4, 6, 6, 4, 3, 4], [5, 4, 3, 5, 5, 4], [7, 6, 5, 8, 4, 6]]","[[4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [0, 0, 0, 0, 0, 0], [4, 4, 4, 4, 4, 4]]","[2, 6, 2, 9, 1]",18.75,11,4,0.103,0.07899999999999999,0.024,"[18, 19, 20, 21, 22, 23]",supersize,pre-supersize,4,False,True,5,6,5,4,15590,implicit-mouselab,13,486072,supersize,4
mouselab,False,"[2, 2, 2, 2, 3, 3, 3, 3]","[[5, 3], [5, 1]]","[[4, 4], [0, 0]]","[9, 11]",19.8,12,0,0.1,0.092,0.008,"[2, 3]",supersize,control,0,False,True,2,2,2,4,5843,implicit-mouselab,14,493508,supersize,4
mouselab,False,"[1, 1, 1, 1, 2, 2, 2, 2]","[[8, 6, 4], [6, 1, 3]]","[[4, 0, 0], [4, 4, 4]]","[11, 9]",19.8,13,0,0.142,0.13399999999999998,0.008,"[1, 2]",supersize,pre-supersize,0,False,True,2,3,2,4,6235,implicit-mouselab,15,501011,supersize,4
mouselab,False,"[0, 0, 0, 0]","[[4, 4], [6, 6]]","[[0, 4], [4, 4]]","[11, 9]",19.8,14,1,0.098,0.094,0.004,[0],supersize,control,1,False,True,2,2,2,4,3454,implicit-mouselab,16,507036,supersize,4
mouselab,False,"[12, 16, 17, 17, 17, 17, 17, 16, 16, 16, 16, 16, 15, 15, 15, 15, 15, 15, 14, 14, 14, 14, 14, 13, 13, 13, 13, 13, 12, 12, 12, 12]","[[3, 5, 4, 6, 5, 6], [7, 6, 4, 6, 4, 7], [7, 4, 4, 7, 3, 6], [2, 2, 8, 5, 4, 3], [5, 7, 3, 4, 5, 7]]","[[4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [0, 0, 0, 0, 0, 0], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4]]","[2, 4, 10, 3, 1]",18.75,15,0,0.115,0.091,0.024,"[17, 16, 15, 14, 13, 12]",supersize,pre-supersize,5,False,False,5,6,5,4,13649,implicit-mouselab,17,523120,supersize,4
mouselab,False,[],"[[5, 4, 2, 6, 5, 4], [3, 5, 4, 7, 5, 8]]","[[4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4]]","[13, 7]",19.8,16,4,0.1,0.1,0.0,[],supersize,pre-supersize,4,False,True,5,6,2,4,6731,implicit-mouselab,18,531007,supersize,4
mouselab,False,"[3, 3, 4, 5]","[[6, 1, 6], [4, 7, 5]]","[[1, 1, 1], [0, 0, 0]]","[2, 18]",19.799999999999997,17,1,0.128,0.125,0.003,"[3, 4, 5]",supersize,post-supersize,2,False,False,2,3,2,1,6583,implicit-mouselab,19,539244,supersize,4
mouselab,False,"[0, 0, 0, 0, 1, 1, 1, 1]","[[5, 3], [7, 3], [8, 6], [4, 4], [3, 4]]","[[0, 0], [4, 4], [4, 4], [4, 4], [4, 4]]","[6, 4, 3, 2, 5]",18.75,18,0,0.105,0.097,0.008,"[0, 1]",supersize,control,1,False,False,2,2,5,4,5393,implicit-mouselab,20,546660,supersize,4
mouselab,False,"[2, 3]","[[5, 1], [4, 5]]","[[1, 1], [0, 0]]","[4, 16]",19.8,19,1,0.084,0.082,0.002,"[2, 3]",supersize,control,0,False,False,2,2,2,1,3042,implicit-mouselab,21,550908,supersize,4
mouselab,False,"[2, 3]","[[7, 6], [4, 6]]","[[1, 1], [0, 0]]","[1, 19]",19.799999999999997,20,1,0.12,0.118,0.002,"[2, 3]",supersize,control,0,False,False,2,2,2,1,2611,implicit-mouselab,22,554580,supersize,4
mouselab,False,"[12, 12, 13, 14, 15, 16, 8, 6, 17]","[[5, 4, 3, 4, 6, 8], [3, 5, 6, 8, 5, 7], [6, 3, 6, 4, 4, 5], [5, 2, 2, 0, 3, 5], [5, 3, 7, 6, 3, 5]]","[[1, 1, 1, 1, 1, 1], [0, 1, 0, 1, 1, 1], [0, 0, 0, 0, 0, 0], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1]]","[2, 4, 10, 2, 2]",18.75,21,2,0.108,0.1,0.008,"[12, 13, 14, 15, 16, 8, 6, 17]",supersize,post-supersize,5,False,False,5,6,5,1,13257,implicit-mouselab,23,569912,supersize,4
mouselab,False,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[[8, 3, 8, 3, 7, 5], [4, 4, 7, 4, 1, 6]]","[[0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1]]","[10, 10]",19.8,22,2,0.15,0.13899999999999998,0.011,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",supersize,post-supersize,5,False,False,5,6,2,1,16675,implicit-mouselab,24,587775,supersize,4
mouselab,False,"[0, 0, 0, 0]","[[6, 3], [6, 5]]","[[0, 4], [4, 4]]","[11, 9]",19.8,23,1,0.078,0.074,0.004,[0],supersize,control,1,False,True,2,2,2,4,5226,implicit-mouselab,25,595420,supersize,4
mouselab,False,"[2, 3]","[[2, 7], [4, 7]]","[[1, 1], [0, 0]]","[5, 15]",19.8,24,1,0.14,0.138,0.002,"[2, 3]",supersize,control,1,False,True,2,2,2,1,3079,implicit-mouselab,26,599532,supersize,4
mouselab,True,"[1, 6, 9]","[[6, 6], [7, 6], [6, 7], [2, 2], [7, 6]]","[[1, 0], [1, 1], [1, 1], [0, 1], [1, 0]]","[1, 8, 5, 4, 2]",18.75,1,1,0.109,0.106,0.003,"[1, 6, 9]",supersize,control,1,False,True,2,2,5,1,11625,implicit-mouselab,4,189054,supersize,12
mouselab,True,"[4, 4, 4, 4, 1, 1, 1, 1]","[[5, 7, 1, 5, 6], [4, 7, 6, 4, 5]]","[[4, 0, 4, 4, 0], [4, 4, 4, 4, 4]]","[7, 13]",19.8,2,1,0.14,0.132,0.008,"[4, 1]",supersize,control,1,False,True,5,5,2,4,13694,implicit-mouselab,5,206526,supersize,12
mouselab,False,"[27, 9, 25, 23]","[[6, 4, 6, 6, 5, 4], [5, 4, 6, 8, 4, 3], [4, 3, 4, 4, 4, 4], [6, 5, 3, 5, 6, 5], [4, 5, 4, 6, 3, 5]]","[[1, 1, 1, 1, 1, 1], [1, 1, 1, 0, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 0, 1, 0, 1, 1]]","[2, 4, 5, 2, 7]",18.75,5,3,0.116,0.113,0.003,"[27, 9, 25]",supersize,post-supersize,5,False,False,5,6,5,1,24314,implicit-mouselab,7,238859,supersize,12
mouselab,False,"[1, 1, 1, 1, 4, 4, 4, 4]","[[6, 4, 4, 8, 5, 8], [5, 5, 4, 5, 6, 4], [7, 5, 9, 10, 3, 5], [6, 7, 3, 4, 7, 5], [3, 3, 6, 8, 4, 6]]","[[4, 0, 4, 4, 0, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4]]","[7, 2, 3, 4, 4]",18.75,6,5,0.123,0.11499999999999999,0.008,"[1, 4]",supersize,post-supersize,5,False,True,5,6,5,4,13216,implicit-mouselab,8,255221,supersize,12
mouselab,False,[],"[[3, 5], [4, 6], [8, 8], [3, 4], [4, 6]]","[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1]]","[4, 5, 1, 5, 5]",18.75,7,1,0.108,0.108,0.0,[],supersize,control,1,False,True,2,2,5,1,5422,implicit-mouselab,9,263277,supersize,12
mouselab,False,"[1, 1, 1, 1, 3, 3, 3, 3, 0, 0, 0, 0]","[[5, 8, 5, 4, 7], [8, 7, 2, 6, 4]]","[[0, 0, 4, 0, 4], [4, 4, 4, 4, 4]]","[19, 1]",19.799999999999997,8,2,0.097,0.085,0.012,"[1, 3, 0]",supersize,control,4,False,False,5,5,2,4,14165,implicit-mouselab,10,280062,supersize,12
mouselab,False,[],"[[6, 4], [3, 6]]","[[4, 4], [4, 4]]","[17, 3]",19.799999999999997,9,1,0.086,0.086,0.0,[],supersize,control,0,False,False,2,2,2,4,2687,implicit-mouselab,11,284958,supersize,12
mouselab,False,[],"[[6, 3], [5, 6]]","[[4, 4], [4, 4]]","[15, 5]",19.8,10,0,0.115,0.115,0.0,[],supersize,control,0,False,True,2,2,2,4,2616,implicit-mouselab,12,289335,supersize,12
mouselab,False,"[9, 11, 7, 8]","[[6, 4, 4, 6, 3, 3], [7, 2, 3, 5, 6, 5]]","[[1, 1, 1, 1, 1, 1], [1, 0, 0, 0, 1, 0]]","[4, 16]",19.8,11,3,0.104,0.09999999999999999,0.004,"[9, 11, 7, 8]",supersize,pre-supersize,1,False,False,5,6,2,1,12185,implicit-mouselab,13,303076,supersize,12
mouselab,False,[1],"[[4, 7, 4, 3, 5, 5], [7, 5, 4, 7, 5, 3]]","[[1, 0, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1]]","[16, 4]",19.8,12,1,0.132,0.131,0.001,[1],supersize,pre-supersize,5,False,False,5,6,2,1,7576,implicit-mouselab,14,312578,supersize,12
mouselab,False,[],"[[5, 5, 4, 3, 8], [4, 8, 5, 6, 3], [5, 3, 6, 5, 6], [6, 6, 6, 7, 7], [3, 5, 5, 6, 6]]","[[4, 4, 4, 4, 4], [4, 4, 4, 4, 4], [4, 4, 4, 4, 4], [4, 4, 4, 4, 4], [4, 4, 4, 4, 4]]","[3, 4, 6, 6, 1]",18.75,13,2,0.109,0.109,0.0,[],supersize,control,4,False,False,5,5,5,4,6985,implicit-mouselab,15,322894,supersize,12
mouselab,False,[],"[[4, 5], [7, 4]]","[[4, 4], [4, 4]]","[10, 10]",19.8,14,1,0.09,0.09,0.0,[],supersize,control,1,False,True,2,2,2,4,3325,implicit-mouselab,16,328029,supersize,12
mouselab,False,"[9, 11, 11]","[[4, 6, 9], [3, 4, 6], [3, 4, 5], [8, 5, 5], [5, 7, 1]]","[[1, 1, 1], [1, 1, 1], [1, 1, 1], [0, 1, 0], [1, 1, 1]]","[1, 5, 2, 8, 4]",18.75,15,2,0.093,0.091,0.002,"[9, 11]",supersize,post-supersize,2,False,True,2,3,5,1,11682,implicit-mouselab,17,343583,supersize,12
mouselab,False,[1],"[[3, 7, 7, 6, 7, 6], [1, 2, 5, 6, 5, 4]]","[[1, 0, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1]]","[11, 9]",19.8,16,1,0.095,0.094,0.001,[1],supersize,pre-supersize,3,False,False,5,6,2,1,7007,implicit-mouselab,18,352824,supersize,12
mouselab,False,[],"[[5, 6], [7, 6]]","[[4, 4], [4, 4]]","[10, 10]",19.8,17,0,0.12,0.12,0.0,[],supersize,control,0,False,True,2,2,2,4,2396,implicit-mouselab,19,356856,supersize,12
mouselab,False,"[5, 9]","[[6, 6, 2], [5, 2, 4], [4, 5, 2], [4, 5, 4], [6, 7, 5]]","[[1, 1, 1], [1, 1, 0], [1, 1, 1], [0, 1, 1], [1, 1, 1]]","[3, 6, 2, 7, 2]",18.75,18,1,0.089,0.087,0.002,"[5, 9]",supersize,pre-supersize,1,False,True,2,3,5,1,7965,implicit-mouselab,20,367797,supersize,12
mouselab,False,"[8, 8, 8, 8]","[[5, 8, 6, 6, 9], [5, 5, 5, 7, 7], [6, 5, 4, 5, 3], [6, 3, 3, 6, 6], [4, 5, 3, 3, 5]]","[[4, 4, 4, 4, 4], [4, 4, 4, 0, 4], [4, 4, 4, 4, 4], [4, 4, 4, 4, 4], [4, 4, 4, 4, 4]]","[3, 2, 2, 4, 9]",18.75,19,1,0.101,0.097,0.004,[8],supersize,control,4,False,False,5,5,5,4,9548,implicit-mouselab,21,380599,supersize,12
mouselab,False,"[1, 0]","[[4, 8, 5], [4, 6, 3]]","[[0, 0, 1], [1, 1, 1]]","[13, 7]",19.8,20,1,0.146,0.144,0.002,"[1, 0]",supersize,post-supersize,2,False,False,2,3,2,1,7965,implicit-mouselab,22,390649,supersize,12
mouselab,False,"[5, 1, 3]","[[2, 7, 5, 7, 6, 9], [5, 4, 7, 2, 4, 4]]","[[1, 0, 1, 0, 1, 0], [1, 1, 1, 1, 1, 1]]","[16, 4]",19.8,21,5,0.16,0.157,0.003,"[5, 1, 3]",supersize,pre-supersize,0,False,False,5,6,2,1,9417,implicit-mouselab,23,401975,supersize,12
mouselab,False,[],"[[6, 9], [4, 6], [3, 4], [5, 3], [5, 4]]","[[4, 4], [4, 4], [4, 4], [4, 4], [4, 4]]","[2, 6, 4, 3, 5]",18.75,22,1,0.099,0.099,0.0,[],supersize,control,1,False,True,2,2,5,4,7680,implicit-mouselab,24,413663,supersize,12
mouselab,False,"[0, 1]","[[4, 7], [3, 5], [2, 7], [5, 5], [6, 4]]","[[0, 0], [1, 1], [1, 1], [1, 1], [1, 1]]","[13, 2, 2, 1, 2]",18.75,23,1,0.128,0.126,0.002,"[0, 1]",supersize,control,1,False,True,2,2,5,1,6400,implicit-mouselab,25,421810,supersize,12
mouselab,False,"[7, 9, 9, 9, 9, 7, 7, 7]","[[6, 9, 9, 4, 2, 5], [8, 5, 5, 4, 6, 6], [4, 6, 3, 5, 3, 6], [5, 7, 5, 2, 0, 4], [4, 6, 3, 3, 10, 5]]","[[4, 4, 4, 4, 4, 4], [4, 0, 4, 0, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4], [4, 4, 4, 4, 4, 4]]","[2, 9, 2, 4, 3]",18.75,24,1,0.121,0.11299999999999999,0.008,"[9, 7]",supersize,post-supersize,5,False,False,5,6,5,4,23750,implicit-mouselab,26,448146,supersize,12
mouselab,True,"[3, 11, 14, 2, 0, 20, 23, 12]","[[3, 5, 4, 6, 5], [4, 6, 6, 2, 4], [5, 3, 4, 4, 4], [5, 7, 6, 7, 7], [6, 4, 5, 5, 9]]","[[0, 1, 0, 0, 1], [1, 1, 1, 1, 1], [1, 0, 0, 1, 0], [1, 1, 1, 1, 1], [0, 1, 1, 0, 1]]","[9, 1, 6, 2, 2]",18.75,1,3,0.104,0.096,0.008,"[3, 11, 14, 2, 0, 20, 23, 12]",supersize,control,4,False,False,5,5,5,1,77321,implicit-mouselab,4,522932,supersize,13
mouselab,True,"[0, 0, 0, 0, 3, 3, 3, 3]","[[7, 3], [4, 2]]","[[0, 4], [4, 0]]","[18, 2]",19.799999999999997,2,0,0.134,0.126,0.008,"[0, 3]",supersize,control,1,False,False,2,2,2,4,22206,implicit-mouselab,5,549546,supersize,13
